Clef;Date début;Site;Profondeur;Plaque;Famille;Position sur plaque;Nombre;Observation
39052Tiahura18111PocilloporidaeBords;déc-06;Tiahura;18m;111;Pocilloporidae;Bords;1;
39052Tiahura18112Autres;déc-06;Tiahura;18m;112;Autres;;0;
39052Tiahura18113PocilloporidaeDessous;déc-06;Tiahura;18m;113;Pocilloporidae;Dessous;2;
39052Tiahura18114PocilloporidaeBords;déc-06;Tiahura;18m;114;Pocilloporidae;Bords;3;
39052Tiahura18114PocilloporidaeDessus;déc-06;Tiahura;18m;114;Pocilloporidae;Dessus;2;
39052Tiahura18115PoritidaeBords;déc-06;Tiahura;18m;115;Poritidae;Bords;1;
39052Tiahura18115PoritidaeDessous;déc-06;Tiahura;18m;115;Poritidae;Dessous;1;
39052Tiahura18116PocilloporidaeDessus;déc-06;Tiahura;18m;116;Pocilloporidae;Dessus;1;
39052Tiahura18117Autres;déc-06;Tiahura;18m;117;Autres;;0;
39052Tiahura18118Autres;déc-06;Tiahura;18m;118;Autres;;0;
39052Tiahura18119;déc-06;Tiahura;18m;119;;;;Plaque absente
39052Tiahura18120AcroporidaeBords;déc-06;Tiahura;18m;120;Acroporidae;Bords;1;
39052Tiahura18120PocilloporidaeBords;déc-06;Tiahura;18m;120;Pocilloporidae;Bords;13;
39052Tiahura18120PocilloporidaeDessous;déc-06;Tiahura;18m;120;Pocilloporidae;Dessous;5;
39052Tiahura18120PoritidaeBords;déc-06;Tiahura;18m;120;Poritidae;Bords;2;
39052Haapiti6121PocilloporidaeDessous;déc-06;Haapiti;06m;121;Pocilloporidae;Dessous;1;
39052Haapiti6122;déc-06;Haapiti;06m;122;;;;Plaque absente
39052Haapiti6123;déc-06;Haapiti;06m;123;;;;Plaque absente
39052Haapiti6124;déc-06;Haapiti;06m;124;;;;Plaque absente
39052Haapiti6125PocilloporidaeBords;déc-06;Haapiti;06m;125;Pocilloporidae;Bords;1;
39052Haapiti6125PocilloporidaeDessus;déc-06;Haapiti;06m;125;Pocilloporidae;Dessus;1;
39052Haapiti6126PocilloporidaeBords;déc-06;Haapiti;06m;126;Pocilloporidae;Bords;1;
39052Haapiti6126PocilloporidaeDessous;déc-06;Haapiti;06m;126;Pocilloporidae;Dessous;1;
39052Haapiti6127PocilloporidaeBords;déc-06;Haapiti;06m;127;Pocilloporidae;Bords;2;
39052Haapiti6127PocilloporidaeDessous;déc-06;Haapiti;06m;127;Pocilloporidae;Dessous;9;
39052Haapiti6128PocilloporidaeBords;déc-06;Haapiti;06m;128;Pocilloporidae;Bords;2;
39052Haapiti6128PocilloporidaeDessous;déc-06;Haapiti;06m;128;Pocilloporidae;Dessous;9;
39052Haapiti6129Autres;déc-06;Haapiti;06m;129;Autres;;0;
39052Haapiti6130PocilloporidaeBords;déc-06;Haapiti;06m;130;Pocilloporidae;Bords;5;
39052Haapiti6130PocilloporidaeDessous;déc-06;Haapiti;06m;130;Pocilloporidae;Dessous;1;
39052Haapiti6131;déc-06;Haapiti;06m;131;;;;Plaque absente
39052Haapiti6132PocilloporidaeBords;déc-06;Haapiti;06m;132;Pocilloporidae;Bords;1;
39052Haapiti6132PocilloporidaeDessus;déc-06;Haapiti;06m;132;Pocilloporidae;Dessus;2;
39052Haapiti6133Autres;déc-06;Haapiti;06m;133;Autres;;0;
39052Haapiti6134PocilloporidaeBords;déc-06;Haapiti;06m;134;Pocilloporidae;Bords;1;
39052Haapiti6135Autres;déc-06;Haapiti;06m;135;Autres;;0;
39052Haapiti6136PocilloporidaeBords;déc-06;Haapiti;06m;136;Pocilloporidae;Bords;1;
39052Haapiti6136PocilloporidaeDessous;déc-06;Haapiti;06m;136;Pocilloporidae;Dessous;2;
39052Haapiti6136PocilloporidaeDessus;déc-06;Haapiti;06m;136;Pocilloporidae;Dessus;2;
39052Haapiti6137Autres;déc-06;Haapiti;06m;137;Autres;;0;
39052Haapiti6138PocilloporidaeDessous;déc-06;Haapiti;06m;138;Pocilloporidae;Dessous;1;
39052Haapiti6138PocilloporidaeDessus;déc-06;Haapiti;06m;138;Pocilloporidae;Dessus;1;
39052Haapiti6139PocilloporidaeDessous;déc-06;Haapiti;06m;139;Pocilloporidae;Dessous;1;
39052Haapiti6140;déc-06;Haapiti;06m;140;;;;Plaque absente
39052Haapiti12141PocilloporidaeDessous;déc-06;Haapiti;12m;141;Pocilloporidae;Dessous;1;
39052Haapiti12142AutresDessous;déc-06;Haapiti;12m;142;Autres;Dessous;1;
39052Haapiti12142PocilloporidaeDessous;déc-06;Haapiti;12m;142;Pocilloporidae;Dessous;3;
39052Haapiti12142PocilloporidaeDessus;déc-06;Haapiti;12m;142;Pocilloporidae;Dessus; ;
39052Haapiti12143AcroporidaeDessous;déc-06;Haapiti;12m;143;Acroporidae;Dessous;1;
39052Haapiti12143PocilloporidaeDessous;déc-06;Haapiti;12m;143;Pocilloporidae;Dessous;1;
39052Haapiti12143PoritidaeDessous;déc-06;Haapiti;12m;143;Poritidae;Dessous;1;
39052Haapiti12144Autres;déc-06;Haapiti;12m;144;Autres;;0;
39052Haapiti12145PocilloporidaeBords;déc-06;Haapiti;12m;145;Pocilloporidae;Bords;2;
39052Haapiti12146PocilloporidaeBords;déc-06;Haapiti;12m;146;Pocilloporidae;Bords;1;
39052Haapiti12147PocilloporidaeDessous;déc-06;Haapiti;12m;147;Pocilloporidae;Dessous;2;
39052Haapiti12148PocilloporidaeBords;déc-06;Haapiti;12m;148;Pocilloporidae;Bords;1;
39052Haapiti12148PocilloporidaeDessous;déc-06;Haapiti;12m;148;Pocilloporidae;Dessous;2;
39052Haapiti12149PocilloporidaeBords;déc-06;Haapiti;12m;149;Pocilloporidae;Bords;1;
39052Haapiti12149PocilloporidaeDessous;déc-06;Haapiti;12m;149;Pocilloporidae;Dessous;1;
39052Haapiti12150Autres;déc-06;Haapiti;12m;150;Autres;;0;
39052Haapiti12151PocilloporidaeBords;déc-06;Haapiti;12m;151;Pocilloporidae;Bords;2;
39052Haapiti12151PocilloporidaeDessous;déc-06;Haapiti;12m;151;Pocilloporidae;Dessous;2;
39052Haapiti12152Autres;déc-06;Haapiti;12m;152;Autres;;0;
39052Haapiti12153PocilloporidaeDessous;déc-06;Haapiti;12m;153;Pocilloporidae;Dessous;1;
39052Haapiti12154PocilloporidaeBords;déc-06;Haapiti;12m;154;Pocilloporidae;Bords;2;
39052Haapiti12155Autres;déc-06;Haapiti;12m;155;Autres;;0;
39052Haapiti12156;déc-06;Haapiti;12m;156;;;;Plaque absente
39052Haapiti12157;déc-06;Haapiti;12m;157;;;;Plaque absente
39052Haapiti12158PocilloporidaeBords;déc-06;Haapiti;12m;158;Pocilloporidae;Bords;1;
39052Haapiti12159AcroporidaeDessous;déc-06;Haapiti;12m;159;Acroporidae;Dessous;1;
39052Haapiti12159PocilloporidaeDessous;déc-06;Haapiti;12m;159;Pocilloporidae;Dessous;6;
39052Haapiti12160Autres;déc-06;Haapiti;12m;160;Autres;;0;
39052Haapiti18161;déc-06;Haapiti;18m;161;;;;Plaque absente
39052Haapiti18162;déc-06;Haapiti;18m;162;;;;plaque absente
39052Haapiti18163Autres;déc-06;Haapiti;18m;163;Autres;;0;
39052Haapiti18164PocilloporidaeDessous;déc-06;Haapiti;18m;164;Pocilloporidae;Dessous;1;
39052Haapiti18164PoritidaeDessus;déc-06;Haapiti;18m;164;Poritidae;Dessus;2;
39052Haapiti18165PocilloporidaeBords;déc-06;Haapiti;18m;165;Pocilloporidae;Bords;1;
39052Haapiti18165PocilloporidaeDessus;déc-06;Haapiti;18m;165;Pocilloporidae;Dessus;6;
39052Haapiti18166PocilloporidaeDessous;déc-06;Haapiti;18m;166;Pocilloporidae;Dessous;1;
39052Haapiti18167PocilloporidaeBords;déc-06;Haapiti;18m;167;Pocilloporidae;Bords;1;
39052Haapiti18167PocilloporidaeDessus;déc-06;Haapiti;18m;167;Pocilloporidae;Dessus;1;
39052Haapiti18168Autres;déc-06;Haapiti;18m;168;Autres;;0;
39052Haapiti18169Autres;déc-06;Haapiti;18m;169;Autres;;0;
39052Haapiti18170PocilloporidaeDessus;déc-06;Haapiti;18m;170;Pocilloporidae;Dessus;1;
39052Haapiti18171PocilloporidaeBords;déc-06;Haapiti;18m;171;Pocilloporidae;Bords;2;
39052Haapiti18171PocilloporidaeDessus;déc-06;Haapiti;18m;171;Pocilloporidae;Dessus;1;
39052Haapiti18172PocilloporidaeBords;déc-06;Haapiti;18m;172;Pocilloporidae;Bords;1;
39052Haapiti18173PocilloporidaeBords;déc-06;Haapiti;18m;173;Pocilloporidae;Bords;2;
39052Haapiti18173PocilloporidaeDessous;déc-06;Haapiti;18m;173;Pocilloporidae;Dessous;1;
39052Haapiti18174Autres;déc-06;Haapiti;18m;174;Autres;;0;
39052Haapiti18175PocilloporidaeDessous;déc-06;Haapiti;18m;175;Pocilloporidae;Dessous;1;
39052Haapiti18176PocilloporidaeDessous;déc-06;Haapiti;18m;176;Pocilloporidae;Dessous;3;
39052Haapiti18177Autres;déc-06;Haapiti;18m;177;Autres;;0;
39052Haapiti18178PocilloporidaeDessous;déc-06;Haapiti;18m;178;Pocilloporidae;Dessous;1;
39052Haapiti18178PoritidaeBords;déc-06;Haapiti;18m;178;Poritidae;Bords;1;
39052Haapiti18179PocilloporidaeDessous;déc-06;Haapiti;18m;179;Pocilloporidae;Dessous;9;
39052Haapiti18179PocilloporidaeDessus;déc-06;Haapiti;18m;179;Pocilloporidae;Dessus;1;
39052Haapiti18180PocilloporidaeDessous;déc-06;Haapiti;18m;180;Pocilloporidae;Dessous;1;
39326Vaipahu61AcroporidaeDessous;sept-07;Vaipahu;06m;1;Acroporidae;Dessous;2;
39326Vaipahu62Autres;sept-07;Vaipahu;06m;2;Autres;;0;
39326Vaipahu63PocilloporidaeDessous;sept-07;Vaipahu;06m;3;Pocilloporidae;Dessous;1;
39326Vaipahu64Autres;sept-07;Vaipahu;06m;4;Autres;;0;
39326Vaipahu65Autres;sept-07;Vaipahu;06m;5;Autres;;0;
39326Vaipahu66AcroporidaeBords;sept-07;Vaipahu;06m;6;Acroporidae;Bords;1;
39326Vaipahu67Autres;sept-07;Vaipahu;06m;7;Autres;;0;
39326Vaipahu68Autres;sept-07;Vaipahu;06m;8;Autres;;0;
39326Vaipahu69Autres;sept-07;Vaipahu;06m;9;Autres;;0;
39326Vaipahu610Autres;sept-07;Vaipahu;06m;10;Autres;;0;
39326Vaipahu611;sept-07;Vaipahu;06m;11;;;;Plaque absente
39326Vaipahu612;sept-07;Vaipahu;06m;12;;;;Plaque absente
39326Vaipahu613;sept-07;Vaipahu;06m;13;;;;Plaque absente
39326Vaipahu614;sept-07;Vaipahu;06m;14;;;;Plaque absente
39326Vaipahu615;sept-07;Vaipahu;06m;15;;;;Plaque absente
39326Vaipahu616;sept-07;Vaipahu;06m;16;;;;Plaque absente
39326Vaipahu617;sept-07;Vaipahu;06m;17;;;;Plaque absente
39326Vaipahu618;sept-07;Vaipahu;06m;18;;;;Plaque absente
39326Vaipahu619;sept-07;Vaipahu;06m;19;;;;Plaque absente
39326Vaipahu620;sept-07;Vaipahu;06m;20;;;;Plaque absente
39326Vaipahu1221PocilloporidaeDessous;sept-07;Vaipahu;12m;21;Pocilloporidae;Dessous;1;
39326Vaipahu1222Autres;sept-07;Vaipahu;12m;22;Autres;;0;
39326Vaipahu1223Autres;sept-07;Vaipahu;12m;23;Autres;;0;
39326Vaipahu1224AcroporidaeDessous;sept-07;Vaipahu;12m;24;Acroporidae;Dessous;2;
39326Vaipahu1225Autres;sept-07;Vaipahu;12m;25;Autres;;0;
39326Vaipahu1226Autres;sept-07;Vaipahu;12m;26;Autres;;0;
39326Vaipahu1227Autres;sept-07;Vaipahu;12m;27;Autres;;0;
39326Vaipahu1228Autres;sept-07;Vaipahu;12m;28;Autres;;0;
39326Vaipahu1229Autres;sept-07;Vaipahu;12m;29;Autres;;0;
39326Vaipahu1230Autres;sept-07;Vaipahu;12m;30;Autres;;0;
39326Vaipahu1231;sept-07;Vaipahu;12m;31;;;;Plaque absente
39326Vaipahu1232;sept-07;Vaipahu;12m;32;;;;Plaque absente
39326Vaipahu1233;sept-07;Vaipahu;12m;33;;;;Plaque absente
39326Vaipahu1234;sept-07;Vaipahu;12m;34;;;;Plaque absente
39326Vaipahu1235;sept-07;Vaipahu;12m;35;;;;Plaque absente
39326Vaipahu1236;sept-07;Vaipahu;12m;36;;;;Plaque absente
39326Vaipahu1237;sept-07;Vaipahu;12m;37;;;;Plaque absente
39326Vaipahu1238;sept-07;Vaipahu;12m;38;;;;Plaque absente
39326Vaipahu1239;sept-07;Vaipahu;12m;39;;;;Plaque absente
39326Vaipahu1240;sept-07;Vaipahu;12m;40;;;;Plaque absente
39326Vaipahu1841;sept-07;Vaipahu;18m;41;;;;Plaque absente
39326Vaipahu1842Autres;sept-07;Vaipahu;18m;42;Autres;;0;
39326Vaipahu1843;sept-07;Vaipahu;18m;43;;;;Plaque absente
39326Vaipahu1844;sept-07;Vaipahu;18m;44;;;;Plaque absente
39326Vaipahu1845;sept-07;Vaipahu;18m;45;;;;Plaque absente
39326Vaipahu1846;sept-07;Vaipahu;18m;46;;;;Plaque absente
39326Vaipahu1847;sept-07;Vaipahu;18m;47;;;;Plaque absente
39326Vaipahu1848;sept-07;Vaipahu;18m;48;;;;Plaque absente
39326Vaipahu1849;sept-07;Vaipahu;18m;49;;;;Plaque absente
39326Vaipahu1850;sept-07;Vaipahu;18m;50;;;;Plaque absente
39326Vaipahu1851;sept-07;Vaipahu;18m;51;;;;Plaque absente
39326Vaipahu1852PocilloporidaeBords;sept-07;Vaipahu;18m;52;Pocilloporidae;Bords;1;
39326Vaipahu1853PocilloporidaeDessous;sept-07;Vaipahu;18m;53;Pocilloporidae;Dessous;1;
39326Vaipahu1854Autres;sept-07;Vaipahu;18m;54;Autres;;0;
39326Vaipahu1855PoritidaeDessous;sept-07;Vaipahu;18m;55;Poritidae;Dessous;1;
39326Vaipahu1856Autres;sept-07;Vaipahu;18m;56;Autres;;0;
39326Vaipahu1857Autres;sept-07;Vaipahu;18m;57;Autres;;0;
39326Vaipahu1858Autres;sept-07;Vaipahu;18m;58;Autres;;0;
39326Vaipahu1859PocilloporidaeBords;sept-07;Vaipahu;18m;59;Pocilloporidae;Bords;1;
39326Vaipahu1860;sept-07;Vaipahu;18m;60;;;;Plaque absente
39326Tiahura661Autres;sept-07;Tiahura;06m;61;Autres;;0;
39326Tiahura662Autres;sept-07;Tiahura;06m;62;Autres;;0;
39326Tiahura663Autres;sept-07;Tiahura;06m;63;Autres;;0;
39326Tiahura664AcroporidaeDessus;sept-07;Tiahura;06m;64;Acroporidae;Dessus;1;
39326Tiahura665Autres;sept-07;Tiahura;06m;65;Autres;;0;
39326Tiahura666Autres;sept-07;Tiahura;06m;66;Autres;;0;
39326Tiahura667Autres;sept-07;Tiahura;06m;67;Autres;;0;
39326Tiahura668Autres;sept-07;Tiahura;06m;68;Autres;;0;
39326Tiahura669Autres;sept-07;Tiahura;06m;69;Autres;;0;
39326Tiahura670AcroporidaeDessous;sept-07;Tiahura;06m;70;Acroporidae;Dessous;1;
39326Tiahura671;sept-07;Tiahura;06m;71;;;;Plaque absente
39326Tiahura672;sept-07;Tiahura;06m;72;;;;Plaque absente
39326Tiahura673;sept-07;Tiahura;06m;73;;;;Plaque absente
39326Tiahura674;sept-07;Tiahura;06m;74;;;;Plaque absente
39326Tiahura675;sept-07;Tiahura;06m;75;;;;Plaque absente
39326Tiahura676;sept-07;Tiahura;06m;76;;;;plaque absente
39326Tiahura677;sept-07;Tiahura;06m;77;;;;Plaque absente
39326Tiahura678;sept-07;Tiahura;06m;78;;;;Plaque absente
39326Tiahura679;sept-07;Tiahura;06m;79;;;;Plaque absente
39326Tiahura680;sept-07;Tiahura;06m;80;;;;Plaque absente
39326Tiahura1281Autres;sept-07;Tiahura;12m;81;Autres;;0;
39326Tiahura1282Autres;sept-07;Tiahura;12m;82;Autres;;0;
39326Tiahura1283Autres;sept-07;Tiahura;12m;83;Autres;;0;
39326Tiahura1284Autres;sept-07;Tiahura;12m;84;Autres;;0;
39326Tiahura1285Autres;sept-07;Tiahura;12m;85;Autres;;0;
39326Tiahura1286PocilloporidaeDessous;sept-07;Tiahura;12m;86;Pocilloporidae;Dessous;1;
39326Tiahura1287PocilloporidaeDessus;sept-07;Tiahura;12m;87;Pocilloporidae;Dessus;1;
39326Tiahura1288Autres;sept-07;Tiahura;12m;88;Autres;;0;
39326Tiahura1289Autres;sept-07;Tiahura;12m;89;Autres;;0;
39326Tiahura1290Autres;sept-07;Tiahura;12m;90;Autres;;0;
39326Tiahura1291;sept-07;Tiahura;12m;91;;;;Plaque absente
39326Tiahura1292;sept-07;Tiahura;12m;92;;;;Plaque absente
39326Tiahura1293;sept-07;Tiahura;12m;93;;;;Plaque absente
39326Tiahura1294;sept-07;Tiahura;12m;94;;;;Plaque absente
39326Tiahura1295;sept-07;Tiahura;12m;95;;;;Plaque absente
39326Tiahura1296;sept-07;Tiahura;12m;96;;;;plaque absente
39326Tiahura1297;sept-07;Tiahura;12m;97;;;;Plaque absente
39326Tiahura1298;sept-07;Tiahura;12m;98;;;;Plaque absente
39326Tiahura1299;sept-07;Tiahura;12m;99;;;;Plaque absente
39326Tiahura12100;sept-07;Tiahura;12m;100;;;;Plaque absente
39326Tiahura18101;sept-07;Tiahura;18m;101;;;;
39326Tiahura18102;sept-07;Tiahura;18m;102;;;;
39326Tiahura18103PocilloporidaeBords;sept-07;Tiahura;18m;103;Pocilloporidae;Bords;1;
39326Tiahura18104Autres;sept-07;Tiahura;18m;104;Autres;;0;
39326Tiahura18105Autres;sept-07;Tiahura;18m;105;Autres;;0;
39326Tiahura18106Autres;sept-07;Tiahura;18m;106;Autres;;0;
39326Tiahura18107Autres;sept-07;Tiahura;18m;107;Autres;;0;
39326Tiahura18108Autres;sept-07;Tiahura;18m;108;Autres;;0;
39326Tiahura18109PoritidaeDessous;sept-07;Tiahura;18m;109;Poritidae;Dessous;1;
39326Tiahura18110Autres;sept-07;Tiahura;18m;110;Autres;;0;
39326Tiahura18111;sept-07;Tiahura;18m;111;;;;Plaque absente
39326Tiahura18112;sept-07;Tiahura;18m;112;;;;Plaque absente
39326Tiahura18113;sept-07;Tiahura;18m;113;;;;Plaque absente
39326Tiahura18114;sept-07;Tiahura;18m;114;;;;Plaque absente
39326Tiahura18115;sept-07;Tiahura;18m;115;;;;Plaque absente
39326Tiahura18116;sept-07;Tiahura;18m;116;;;;Plaque absente
39326Tiahura18117;sept-07;Tiahura;18m;117;;;;Plaque absente
39326Tiahura18118;sept-07;Tiahura;18m;118;;;;Plaque absente
39326Tiahura18119;sept-07;Tiahura;18m;119;;;;Plaque absente
39326Tiahura18120;sept-07;Tiahura;18m;120;;;;Plaque absente
39326Haapiti6121;sept-07;Haapiti;06m;121;;;;Plaque absente
39326Haapiti6122;sept-07;Haapiti;06m;122;;;;Plaque absente
39326Haapiti6123AcroporidaeDessous;sept-07;Haapiti;06m;123;Acroporidae;Dessous;1;
39326Haapiti6124Autres;sept-07;Haapiti;06m;124;Autres;;0;
39326Haapiti6125Autres;sept-07;Haapiti;06m;125;Autres;;0;
39326Haapiti6126Autres;sept-07;Haapiti;06m;126;Autres;;0;
39326Haapiti6127Autres;sept-07;Haapiti;06m;127;Autres;;0;
39326Haapiti6128Autres;sept-07;Haapiti;06m;128;Autres;;0;
39326Haapiti6129Autres;sept-07;Haapiti;06m;129;Autres;;0;
39326Haapiti6130Autres;sept-07;Haapiti;06m;130;Autres;;0;
39326Haapiti6131Autres;sept-07;Haapiti;06m;131;Autres;;0;
39326Haapiti6132Autres;sept-07;Haapiti;06m;132;Autres;;0;
39326Haapiti6133;sept-07;Haapiti;06m;133;;;;Plaque absente
39326Haapiti6134;sept-07;Haapiti;06m;134;;;;Plaque absente
39326Haapiti6135;sept-07;Haapiti;06m;135;;;;Plaque absente
39326Haapiti6136;sept-07;Haapiti;06m;136;;;;Plaque absente
39326Haapiti6137;sept-07;Haapiti;06m;137;;;;Plaque absente
39326Haapiti6138;sept-07;Haapiti;06m;138;;;;Plaque absente
39326Haapiti6139;sept-07;Haapiti;06m;139;;;;Plaque absente
39326Haapiti6140;sept-07;Haapiti;06m;140;;;;Plaque absente
39326Haapiti12141Autres;sept-07;Haapiti;12m;141;Autres;;0;
39326Haapiti12142Autres;sept-07;Haapiti;12m;142;Autres;;0;
39326Haapiti12143PoritidaeDessous;sept-07;Haapiti;12m;143;Poritidae;Dessous;1;
39326Haapiti12144Autres;sept-07;Haapiti;12m;144;Autres;;0;
39326Haapiti12145AutresDessus;sept-07;Haapiti;12m;145;Autres;Dessus;1;
39326Haapiti12146Autres;sept-07;Haapiti;12m;146;Autres;;0;
39326Haapiti12147Autres;sept-07;Haapiti;12m;147;Autres;;0;
39326Haapiti12148Autres;sept-07;Haapiti;12m;148;Autres;;0;
39326Haapiti12149Autres;sept-07;Haapiti;12m;149;Autres;;0;
39326Haapiti12150Autres;sept-07;Haapiti;12m;150;Autres;;0;
39326Haapiti12151;sept-07;Haapiti;12m;151;;;;Plaque absente
39326Haapiti12152;sept-07;Haapiti;12m;152;;;;Plaque absente
39326Haapiti12153;sept-07;Haapiti;12m;153;;;;Plaque absente
39326Haapiti12154;sept-07;Haapiti;12m;154;;;;Plaque absente
39326Haapiti12155;sept-07;Haapiti;12m;155;;;;Plaque absente
39326Haapiti12156;sept-07;Haapiti;12m;156;;;;Plaque absente
39326Haapiti12157;sept-07;Haapiti;12m;157;;;;Plaque absente
39326Haapiti12158;sept-07;Haapiti;12m;158;;;;Plaque absente
39326Haapiti12159;sept-07;Haapiti;12m;159;;;;Plaque absente
39326Haapiti12160;sept-07;Haapiti;12m;160;;;;Plaque absente
39326Haapiti18161Autres;sept-07;Haapiti;18m;161;Autres;;0;
39326Haapiti18162Autres;sept-07;Haapiti;18m;162;Autres;;0;
39326Haapiti18163Autres;sept-07;Haapiti;18m;163;Autres;;0;
39326Haapiti18164Autres;sept-07;Haapiti;18m;164;Autres;;0;
39326Haapiti18165Autres;sept-07;Haapiti;18m;165;Autres;;0;
39326Haapiti18166Autres;sept-07;Haapiti;18m;166;Autres;;0;
39326Haapiti18167Autres;sept-07;Haapiti;18m;167;Autres;;0;
39326Haapiti18168Autres;sept-07;Haapiti;18m;168;Autres;;0;
39326Haapiti18169Autres;sept-07;Haapiti;18m;169;Autres;;0;
39326Haapiti18170Autres;sept-07;Haapiti;18m;170;Autres;;0;
39326Haapiti18171;sept-07;Haapiti;18m;171;;;;Plaque absente
39326Haapiti18172;sept-07;Haapiti;18m;172;;;;Plaque absente
39326Haapiti18173;sept-07;Haapiti;18m;173;;;;Plaque absente
39326Haapiti18174;sept-07;Haapiti;18m;174;;;;Plaque absente
39326Haapiti18175;sept-07;Haapiti;18m;175;;;;Plaque absente
39326Haapiti18176;sept-07;Haapiti;18m;176;;;;Plaque absente
39326Haapiti18177;sept-07;Haapiti;18m;177;;;;Plaque absente
39326Haapiti18178;sept-07;Haapiti;18m;178;;;;Plaque absente
39326Haapiti18179;sept-07;Haapiti;18m;179;;;;Plaque absente
39326Haapiti18180;sept-07;Haapiti;18m;180;;;;Plaque absente
39417Vaipahu610Autres;déc-07;Vaipahu;06m;10;Autres;;0;
39417Vaipahu611;déc-07;Vaipahu;06m;11;;;;Plaque absente
39417Vaipahu612;déc-07;Vaipahu;06m;12;;;;Plaque absente
39417Vaipahu613;déc-07;Vaipahu;06m;13;;;;Plaque absente
39417Vaipahu614;déc-07;Vaipahu;06m;14;;;;Plaque absente
39417Vaipahu615;déc-07;Vaipahu;06m;15;;;;Plaque absente
39417Vaipahu616;déc-07;Vaipahu;06m;16;;;;Plaque absente
39417Vaipahu617;déc-07;Vaipahu;06m;17;;;;Plaque absente
39417Vaipahu618;déc-07;Vaipahu;06m;18;;;;Plaque absente
39417Vaipahu619;déc-07;Vaipahu;06m;19;;;;Plaque absente
39417Vaipahu620;déc-07;Vaipahu;06m;20;;;;Plaque absente
39417Vaipahu1221PocilloporidaeBords;déc-07;Vaipahu;12m;21;Pocilloporidae;Bords;7;
39417Vaipahu1221PocilloporidaeDessous;déc-07;Vaipahu;12m;21;Pocilloporidae;Dessous;2;
39417Vaipahu1221PoritidaeBords;déc-07;Vaipahu;12m;21;Poritidae;Bords;2;
39417Vaipahu1225Autres;déc-07;Vaipahu;12m;25;Autres;;0;
39417Vaipahu1226Autres;déc-07;Vaipahu;12m;26;Autres;;0;
39417Vaipahu1227PocilloporidaeBords;déc-07;Vaipahu;12m;27;Pocilloporidae;Bords;4;
39417Vaipahu1227PocilloporidaeDessus;déc-07;Vaipahu;12m;27;Pocilloporidae;Dessus;1;
39417Vaipahu1230Autres;déc-07;Vaipahu;12m;30;Autres;;0;
39417Vaipahu1231;déc-07;Vaipahu;12m;31;;;;Plaque absente
39417Vaipahu1232;déc-07;Vaipahu;12m;32;;;;Plaque absente
39417Vaipahu1233;déc-07;Vaipahu;12m;33;;;;Plaque absente
39417Vaipahu1234;déc-07;Vaipahu;12m;34;;;;Plaque absente
39417Vaipahu1235;déc-07;Vaipahu;12m;35;;;;Plaque absente
39417Vaipahu1236;déc-07;Vaipahu;12m;36;;;;Plaque absente
39417Vaipahu1237;déc-07;Vaipahu;12m;37;;;;Plaque absente
39417Vaipahu1238;déc-07;Vaipahu;12m;38;;;;Plaque absente
39417Vaipahu1239;déc-07;Vaipahu;12m;39;;;;Plaque absente
39417Vaipahu1240;déc-07;Vaipahu;12m;40;;;;Plaque absente
39417Vaipahu1841PocilloporidaeBords;déc-07;Vaipahu;18m;41;Pocilloporidae;Bords;9;
39417Vaipahu1841PocilloporidaeDessous;déc-07;Vaipahu;18m;41;Pocilloporidae;Dessous;1;
39417Vaipahu1842PocilloporidaeBords;déc-07;Vaipahu;18m;42;Pocilloporidae;Bords;1;
39417Vaipahu1843Autres;déc-07;Vaipahu;18m;43;Autres;;0;
39417Vaipahu1844Autres;déc-07;Vaipahu;18m;44;Autres;;0;
39417Vaipahu1845PocilloporidaeDessus;déc-07;Vaipahu;18m;45;Pocilloporidae;Dessus;2;
39417Vaipahu1846PocilloporidaeDessous;déc-07;Vaipahu;18m;46;Pocilloporidae;Dessous;5;
39417Vaipahu1849PocilloporidaeDessous;déc-07;Vaipahu;18m;49;Pocilloporidae;Dessous;1;
39417Vaipahu1850PocilloporidaeBords;déc-07;Vaipahu;18m;50;Pocilloporidae;Bords;7;
39417Vaipahu1850PocilloporidaeDessus;déc-07;Vaipahu;18m;50;Pocilloporidae;Dessus;1;
39417Vaipahu1851;déc-07;Vaipahu;18m;51;;;;Plaque absente
39417Vaipahu1852;déc-07;Vaipahu;18m;52;;;;Plaque absente
39417Vaipahu1853;déc-07;Vaipahu;18m;53;;;;Plaque absente
39417Vaipahu1854;déc-07;Vaipahu;18m;54;;;;Plaque absente
39417Vaipahu1855;déc-07;Vaipahu;18m;55;;;;Plaque absente
39417Vaipahu1856;déc-07;Vaipahu;18m;56;;;;Plaque absente
39417Vaipahu1857;déc-07;Vaipahu;18m;57;;;;Plaque absente
39417Vaipahu1858;déc-07;Vaipahu;18m;58;;;;Plaque absente
39417Vaipahu1859;déc-07;Vaipahu;18m;59;;;;Plaque absente
39417Vaipahu1860;déc-07;Vaipahu;18m;60;;;;Plaque absente
39417Tiahura661Autres;déc-07;Tiahura;06m;61;Autres;;0;
39417Tiahura662PocilloporidaeBords;déc-07;Tiahura;06m;62;Pocilloporidae;Bords;2;
39417Tiahura662PocilloporidaeDessous;déc-07;Tiahura;06m;62;Pocilloporidae;Dessous;3;
39417Tiahura662PocilloporidaeDessus;déc-07;Tiahura;06m;62;Pocilloporidae;Dessus;3;
